;price;odometer
10328;3500;120
10330;10995;155331
10331;16500;87500
10332;7500;74000
10333;10975;77580
10334;31500;72510
10335;15498;109391
10336;9999;83500
10337;16999;87080
10339;12975;64735
10340;23975;95046
10341;13955;111623
10342;9980;81066
10343;9980;113540
10344;18500;78183
10345;5300;123112
10350;12500;97000
10356;29850;16000
10357;0;100416
10358;0;33707
10359;0;96902
10360;0;60310
10361;0;62559
10362;0;18568
10363;8600;99000
10364;6499;187000
10365;3299;153000
10366;9750;91100
10367;1400;55375
10368;12995;169041
10369;3000;165800
10370;9200;56350
10371;6495;133947
10372;5795;108175
10373;0;25949
10375;4500;174952
10376;8495;127085
10377;13500;84981
10378;15495;111880
10379;7900;133968
10380;7400;74003
10381;18995;74959
10382;14900;82012
10383;15995;124625
10384;27900;73732
10385;13495;104485
10386;13800;100881
10387;23900;124676
10388;21900;21863
10389;14900;164572
10390;3800;129901
10391;19500;38991
10392;14995;114848
10393;12900;91660
10394;22900;145753
10395;13500;67695
10396;14900;67603
10397;19900;28943
10398;7900;100133
10399;7500;34261
10401;8200;118000
10402;12000;117650
10403;13500;89429
10404;16999;92374
10406;12990;26871
10407;13995;104057
10409;9495;90223
10411;9000;200000
10412;5990;101724
10413;6500;265231
10414;29500;51549
10415;5990;121339
10416;0;17887
10417;9895;168604
10418;9995;111812
10419;9495;86026
10420;9495;99879
10421;9995;65968
10422;8995;117425
10424;7500;140000
10428;6950;172000
10429;3550;139000
10430;0;4583
10431;3500;210000
10433;6500;105925
10434;19998;76
10435;4850;167450
10436;0;3372
10437;5600;99700
10438;3300;145000
10440;2200;150000
10441;2990;111916
10442;5495;140569
10443;5500;158465
10444;10684;100370
10446;3000;135000
10447;7495;127965
10449;24950;7950
10450;24500;108900
10454;3995;101191
10455;3400;100000
10456;4497;177217
10457;41900;15500
10459;3990;102488
10461;23000;160000
10463;10500;100300
10464;33900;65041
10465;3450;143530
10466;4500;107000
10467;6500;140419
10468;4500;80061
10469;9500;85410
10470;2990;142875
10471;4999;100181
10472;8600;196000
10473;9658;25498
10474;5990;169733
10475;0;58532
10476;9000;121000
10477;4990;157351
10479;3500;152211
10480;7500;185887
10484;9800;65935
10485;16100;114628
10486;5990;154063
10488;5995;93406
10489;2695;103000
10490;4495;44974
10491;4495;100828
10492;3495;106033
10493;9498;105223
10494;5995;95026
10495;14495;125462
10496;2000;207741
10497;3990;172755
10498;0;60727
10499;0;76041
10500;0;84716
10501;0;71113
10502;3990;178617
10503;27500;35638
10504;3600;132800
10505;5000;101290
10506;3990;242155
10507;0;233393
10508;0;110627
10509;0;89037
10510;0;165063
10511;24500;25050
10512;6995;162878
10513;15995;92530
10514;4995;118597
10516;3450;174683
10517;1500;173097
10518;10500;130946
10519;3450;162046
10520;14500;88000
10521;4797;165809
10522;0;138360
10523;9500;77000
10524;8497;101773
10525;8200;96000
10527;8995;158658
10528;4995;140369
10529;7997;129677
10530;6997;198687
10531;6497;169114
10532;6997;223786
10533;9997;177960
10534;5997;208975
10536;3995;156236
10537;3995;118385
10538;6500;92745
10539;4995;182300
10540;13500;87000
10541;12400;67335
10542;6500;60649
10543;11600;61000
10544;0;105308
10545;10400;122000
10546;3200;192000
10547;28750;7395
10548;27750;69297
10549;14500;61000
10550;7950;139900
10551;9875;107349
10552;16750;58543
10553;13855;70278
10554;17988;94170
10555;17750;41296
10556;17500;60109
10557;17491;30068
10558;18950;76466
10559;12295;60354
10563;1500;300000
10564;18790;114
10565;0;109867
10566;0;72959
10569;2999;164000
10570;24000;155000
10571;0;231482
10572;0;256565
10573;0;47873
10574;0;53146
10576;0;114228
10577;0;95303
10579;10450;99810
10581;22500;38192
10584;0;111833
10585;35000;92000
10587;11540;69441
10588;17800;128185
10589;6000;184000
10590;38700;22076
10591;0;41028
10592;11995;177323
10593;17495;76995
10594;14995;74484
10595;7995;96110
10596;19999;110866
10597;13995;108288
10598;6995;111421
10599;5990;188000
10600;13995;72258
10601;6990;158085
10602;6995;95140
10603;5990;145547
10604;7995;223077
10605;4990;143249
10606;0;19151
10607;5995;185034
10608;5990;119748
10610;11995;136378
10611;8995;49052
10612;6995;0
10613;12995;9918
10614;14995;164873
10615;3450;134642
10616;2990;150266
10617;8495;124305
10618;4990;126508
10619;2990;136171
10620;15995;61244
10621;4450;152880
10622;5990;121793
10623;8495;141718
10625;5450;96096
10626;11995;120396
10628;4650;137344
10629;3450;168526
10630;14994;133220
10631;5990;150369
10632;7995;83068
10633;3850;121694
10634;5990;102739
10635;13995;80887
10636;4990;98344
10638;17995;119985
10639;3450;145347
10641;2990;198340
10642;7995;51945
10643;9995;144110
10644;13995;182656
10645;13995;156523
10646;16995;99452
10647;25995;33283
10648;12995;55588
10649;15995;106339
10650;23995;54255
10651;7995;138130
10652;6995;117055
10653;15995;87827
10654;11995;108303
10655;19995;57344
10656;9995;85301
10657;7495;97588
10658;26995;18131
10659;9995;1473
10660;5995;107663
10661;2300;229635
10662;6995;91018
10663;10995;55263
10664;20000;185000
10665;3500;126919
10666;0;47787
10668;11995;95000
10670;3495;149975
10671;6595;87000
10672;1995;139000
10673;0;10590
10674;24000;79342
10675;23995;127300
10676;16200;33429
10677;0;16864
10678;0;77627
10679;5500;96505
10680;22995;55489
10681;9000;114768
10682;8950;120018
10683;12995;43908
10684;3250;110000
10685;34000;33200
10686;1700;103000
10687;20300;80165
10690;19300;30050
10691;15998;131787
10692;12995;137906
10696;4600;149000
10699;0;85000
10701;3000;142000
10702;3900;98000
10704;16500;60000
10705;0;118000
10706;0;44306
10707;3997;242540
10708;0;118000
10709;0;99205
10710;0;37020
10711;0;95788
10712;0;81000
10713;39800;34218
10714;14500;68000
10716;4450;152488
10717;4990;185551
10718;0;67989
10719;4990;120848
10720;5300;130665
10721;11995;102200
10722;8900;112284
10723;8895;221000
10724;20900;165568
10725;0;26316
10726;0;41697
10727;44500;16050
10728;0;35781
10729;0;90745
10730;6300;80065
10732;14995;106261
10733;18995;132055
10735;16995;101788
10736;11995;180088
10738;10995;147219
10739;9995;148597
10741;9650;86346
10742;7995;190800
10743;17995;157705
10745;11500;92713
10746;3297;117544
10747;6997;178508
10748;3997;182312
10749;3497;198880
10750;9997;177893
10751;9997;149988
10752;0;123176
10753;3997;134565
10754;62995;1320
10755;9000;67437
10756;3500;327
10757;4000;265854
10758;85995;66110
10759;76995;24362
10760;89995;182547
10761;29995;24487
10762;3995;139569
10764;4495;53082
10765;10500;39000
10766;23975;43851
10767;28975;94164
10768;16955;75261
10769;8995;160859
10770;10999;64345
10771;11975;90935
10772;25900;101094
10773;14980;68180
10774;16750;69868
10776;2500;200000
10777;2500;181526
10778;10998;90979
10781;27000;203
10785;0;104079
10787;40400;3740
10788;0;148366
10789;0;30634
10790;0;63939
10791;0;118581
10792;0;94274
10793;0;95289
10794;0;65448
10795;0;100585
10796;0;61647
10797;0;58399
10798;7500;168000
10799;3995;121736
10800;2000;207741
10801;800;130000
10802;12490;67467
10803;25990;63376
10804;10995;38000
10805;4300;179000
10806;3700;176480
10807;25990;135452
10808;9500;56502
10809;19990;65147
10810;25990;44435
10811;19990;102338
10812;13500;79212
10813;24990;74529
10814;27990;79341
10815;17850;60546
10816;13500;111782
10817;17499;69210
10818;17990;120055
10819;23500;60023
10820;0;135977
10821;6500;220000
10822;1;4000
10823;4889;199420
10824;0;16743
10825;5990;101724
10826;0;13245
10827;5990;121339
10828;9998;105221
10829;5000;120000
10830;0;57068
10832;0;6970
10833;3900;162000
10835;0;41863
10836;4850;167450
10838;0;119149
10839;2800;156000
10840;2990;111916
10841;16995;98665
10843;23755;80866
10844;28999;112842
10845;23999;82350
10847;3990;102488
10848;0;111044
10849;3450;143530
10850;2990;142875
10851;0;97512
10852;5990;169733
10853;15498;109391
10854;10500;121000
10855;4990;157351
10856;24995;36068
10857;33599;60865
10858;23999;83601
10859;25999;119927
10860;5990;154063
10861;29000;26230
10862;22400;33759
10863;0;129919
10864;0;90875
10865;0;81209
10866;0;62005
10867;3990;172755
10868;2500;189000
10870;0;39293
10871;0;89623
10872;3990;178617
10873;7499;136440
10874;11875;76173
10876;3990;242155
10877;0;72383
10878;0;89997
10879;0;104144
10880;0;81985
10881;6600;153000
10882;0;110618
10883;9000;197000
10885;24900;30374
10886;29800;35701
10887;26300;80291
10888;3450;174683
10889;10995;137799
10890;16775;27280
10891;3450;162046
10892;0;84241
10893;26700;16974
10894;5320;214334
10895;6000;206000
10896;31999;182662
10897;26500;3025
10898;0;136953
10899;0;93199
10900;0;29716
10902;16455;81553
10903;18975;54081
10904;14975;25062
10905;29975;17525
10906;13975;80840
10907;0;85060
10908;0;82428
10909;6980;108150
10910;19800;60770
10911;17998;52812
10912;3850;138973
10915;31999;132362
10916;25000;6012
10917;23300;47851
10918;0;73881
10920;0;80695
10921;6200;98650
10922;7200;115270
10923;24999;72037
10924;10500;53010
10925;0;53617
10926;0;95350
10928;22999;92742
10929;14800;16322
10930;7500;56875
10931;0;21421
10932;42999;70906
10933;21500;78
10934;3895;155508
10936;5008;89929
10937;11999;99401
10938;9499;117087
10940;20200;33058
10941;13900;51681
10943;4000;108502
10944;1950;130000
10945;2850;150000
10947;22999;132444
10948;8995;172645
10949;6500;148000
10950;15989;90000
10951;24500;58754
10952;23990;88270
10953;18000;1
10954;10995;120578
10956;29999;188633
10957;20600;31444
10958;16998;126964
10960;14999;102587
10961;25600;17290
10962;24600;48320
10966;20000;63000
10967;13800;72033
10968;14399;113
10970;10990;37
10971;10400;48
10972;22998;117
10973;17000;136
10974;7995;112
10975;7350;74
10976;19498;126
10977;15995;115239
10978;24998;25220
10979;13500;130
10980;5995;71
10981;19998;66
10982;4399;88
10983;0;60068
10984;22498;83
10985;14390;135
10986;8250;111
10987;8790;72
10988;21000;132
10989;17998;144
10990;0;75135
10991;15998;106
10992;0;108185
10993;28998;97
10994;0;82821
10995;0;54332
10996;5500;146100
10998;39998;85
10999;18498;123
11000;13500;73
11001;6990;137
11002;10995;45238
11003;8500;182000
11004;9500;112000
11005;23800;10469
11006;24998;72
11007;4990;62000
11008;5998;151
11009;6990;124000
11010;14500;145
11011;14899;64000
11012;25998;91
11013;23790;110
11014;20990;133
11015;10990;179
11016;10800;123
11017;14990;134
11018;6995;183227
11019;6398;125
11020;9500;89
11021;19290;111
11022;13998;129
11023;7495;94536
11024;4300;116000
11025;24981;90300
11026;16890;115
11027;0;78008
11028;16499;18000
11029;0;59631
11030;0;76818
11031;0;28346
11033;8998;56930
11034;19499;137651
11035;25400;37909
11036;24600;45292
11037;5990;102739
11038;5990;121793
11039;4990;158085
11040;4990;98344
11042;0;75230
11043;5990;150369
11045;3450;145347
11046;2990;198340
11047;25300;11739
11048;10000;65607
11049;3999;122000
11050;3499;118000
11051;7495;127589
11052;2000;209000
11053;4000;215000
11054;3995;120550
11056;3500;119756
11057;12000;42222
11058;3800;189
11059;750;172278
11060;0;92126
11061;12995;158322
11062;27999;60439
11063;5995;151566
11064;2500;155000
11065;26600;11350
11066;7555;85978
11067;21875;80692
11068;8975;84397
11069;0;92294
11070;0;94984
11071;15495;164572
11072;28975;53407
11073;15355;57268
11074;29425;675
11075;23322;37267
11077;25677;5655
11078;29755;23990
11079;0;81885
11081;30755;7382
11082;38933;3197
11084;26677;151
11085;18744;17226
11086;3000;132000
11087;30633;2788
11088;35644;7788
11089;29644;8756
11090;32533;12576
11091;28650;35410
11093;0;79199
11094;0;70070
11095;0;85526
11096;0;84039
11098;12000;204000
11099;6100;109500
11100;7000;99000
11102;0;125779
11103;1299;187000
11104;19600;35691
11105;8700;47062
11107;27566;33498
11108;2500;159000
11109;23900;77000
11111;14000;76661
11112;21200;19458
11113;19900;75665
11114;2995;171147
11115;6995;99984
11116;23995;24953
11117;3000;162000
11118;16995;152175
11119;17995;219680
11120;25995;93697
11121;25995;90920
11122;15995;141659
11123;27866;6734
11124;21995;54162
11125;16995;184527
11126;3200;150200
11127;2500;214000
11128;1100;240000
11129;6500;85000
11130;4000;129436
11131;5990;118784
11132;8990;105588
11133;17990;43141
11134;3450;134642
11135;6990;152248
11136;7990;94162
11138;13495;104485
11139;9490;124853
11140;11990;118449
11142;10995;189326
11144;12900;143000
11145;3750;149959
11146;13995;95955
11147;4990;120848
11148;24200;30935
11149;26300;28538
11150;14500;275000
11151;0;90689
11152;5990;119748
11153;11999;58288
11154;24800;12172
11155;25500;10739
11156;13800;100881
11157;24995;124676
11158;22995;21863
11159;4990;185551
11160;8899;75650
11161;13995;84981
11162;15495;111880
11163;12995;169041
11164;8495;133968
11165;7995;74003
11166;14995;56688
11167;18995;74959
11168;15495;82012
11169;15995;124625
11170;15995;128213
11171;28900;73732
11172;3800;129901
11173;9450;126091
11174;19995;38991
11175;14995;114848
11176;12900;91660
11177;23900;145753
11178;17500;57406
11179;13500;67695
11180;15900;67603
11181;19900;28943
11182;7900;100133
11183;7500;34261
11184;13499;85189
11185;18999;76434
11187;19800;22199
11189;4450;152488
11190;3800;96
11191;24800;31756
11192;23700;50585
11195;4990;126508
11196;15995;150144
11197;10995;175503
11198;0;37869
11199;0;35529
11201;2990;150266
11202;3750;209025
11203;5990;145547
11204;4990;95174
11205;4650;137344
11206;4450;152880
11207;4990;116445
11208;3850;121694
11210;3450;168526
11211;3990;96096
11212;25600;29656
11213;27100;34260
11215;4990;143249
11216;5990;101724
11217;5990;121339
11218;2750;170256
11219;0;62800
11220;3990;136171
11223;4850;167450
11225;0;192999
11226;2990;111916
11227;1800;220111
11228;14900;69479
11231;3990;102488
11232;3450;143530
11233;2990;142875
11234;5990;169733
11235;6490;144552
11236;3100;130145
11237;2995;152326
11238;0;170920
11240;4990;157351
11241;10000;88000
11242;27500;125705
11243;5000;102000
11244;4995;160235
11245;0;128141
11246;3990;145834
11247;45900;16696
11248;10900;173743
11249;36900;39458
11250;4996;76645
11251;2995;149975
11252;0;92582
11253;35900;28746
11254;0;76503
11255;0;78070
11256;0;75451
11257;0;81238
11258;5990;154063
11259;0;15000
11260;3900;84590
11261;3990;172755
11262;26000;21176
11263;3990;178617
11264;1900;148350
11265;9995;79180
11266;3990;242155
11267;2400;230000
11269;2000;169752
11270;19900;300
11271;3450;174683
11272;13995;98309
11275;9500;93000
11276;7900;45132
11277;3450;162046
11278;5750;153000
11280;0;35998
11281;7497;188872
11282;3497;167274
11283;9997;177960
11284;4797;204053
11285;5997;208975
11286;4797;165809
11287;3997;128953
11288;3497;170809
11289;0;68015
11290;14975;62973
11291;24375;71081
11292;20991;88876
11293;10995;91678
11294;0;63919
11295;27990;38491
11296;11555;82079
11297;2900;218
11298;40000;54100
11301;6895;179800
11302;10000;180000
11303;1500;150080
11305;0;40840
11306;25900;2896
11307;20700;15596
11308;0;94902
11309;0;78483
11310;0;71422
11312;0;74155
11313;0;71471
11314;0;248006
11315;0;102124
11317;0;107546
11318;16500;139000
11319;3499;181000
11320;65000;50210
11321;0;26101
11324;0;60955
11325;5000;224248
11326;11000;155500
11327;0;69016
11328;0;94249
11329;27995;68377
11330;0;29836
11331;21995;175742
11332;15500;20000
11333;6999;28000
11334;37900;55000
11335;0;116370
11336;12600;132000
11339;12950;41000
11340;12500;240000
11341;5400;186000
11343;0;35105
11344;0;92351
11345;5900;59000
11346;6450;162000
11347;5450;157000
11348;8995;176000
11349;1200;225000
11350;5900;102528
11351;0;23968
11352;0;108002
11353;0;99489
11354;0;33250
11355;0;87279
11356;3000;162000
11357;6500;104000
11359;3000;197000
11363;3500;128000
11365;5900;125300
11366;0;16309
11367;0;57380
11368;0;92123
11371;6500;133499
11373;8500;89270
11374;5495;126574
11377;10500;98638
11378;5990;121793
11379;4990;158085
11380;3450;145347
11381;14990;111578
11382;0;42983
11384;9999;83500
11385;19995;377
11386;15500;100000
11387;2000;168000
11388;0;110932
11389;0;89121
11390;0;62417
11392;0;71813
11393;0;51079
11394;0;92573
11395;0;93412
11396;0;109189
11397;0;74680
11398;0;88232
11399;0;105714
11400;0;17535
11401;0;56979
11402;0;44756
11404;0;99283
11406;18990;68187
11407;32990;23255
11408;900;217000
11409;0;45648
11410;9500;131650
11411;10000;86500
11412;0;108688
11414;12500;44000
11415;20995;95607
11416;34995;100459
11417;5990;102739
11418;2990;198340
11419;21995;108483
11420;0;77013
11421;5990;150369
11422;0;81000
11423;2100;232870
11424;13300;75175
11425;6992;103714
11426;4990;153129
11427;9600;71000
11428;7075;144594
11429;10050;86324
11430;3500;109104
11432;2000;145000
11433;4990;98344
11434;2100;232870
11436;0;248078
11437;9000;61000
11438;11720;129872
11439;5500;126711
11442;6995;100503
11443;4995;146221
11444;5500;140069
11445;4995;144193
11446;11077;113777
11450;4995;43529
11451;10900;62700
11454;0;60439
11455;0;266206
11457;2500;130000
11458;2995;123225
11460;44875;9164
11461;7375;109110
11462;6995;140519
11463;27880;93438
11464;3450;168526
11466;2850;200000
11467;0;67423
11468;6995;116129
11469;2995;100479
11470;24998;72
11471;3400;170000
11472;5200;93000
11473;4600;170000
11476;5500;126000
11477;0;28440
11478;4500;114936
11479;0;108886
11480;0;107070
11481;0;93430
11482;0;59469
11484;7997;129677
11485;6997;179127
11487;6497;169114
11488;6997;223786
11489;0;138360
11490;4497;177217
11492;10987;121838
11494;4990;95174
11495;4995;118597
11497;2950;274000
11498;5000;156200
11499;6995;152229
11501;5000;142400
11502;3100;142302
11503;3250;171256
11504;8000;153500
11505;5500;120000
11506;5000;116500
11507;2750;169536
11508;3750;142000
11509;0;114935
11510;3450;134642
11511;0;27583
11512;0;149136
11513;1200;223000
11514;0;55996
11517;9995;158045
11518;4000;134200
11519;0;41582
11520;0;77168
11521;0;201230
11522;5990;101724
11523;4990;143249
11524;2300;88
11526;4990;120848
11527;0;49754
11528;0;90220
11529;13995;128654
11530;13995;155880
11531;7750;39850
11532;23500;71819
11533;17555;21100
11534;0;98980
11535;0;50665
11536;14975;88937
11537;23500;44069
11538;11975;70013
11539;23500;33681
11540;10995;135351
11541;9980;54811
11542;0;273825
11543;0;105622
11544;0;117382
11545;15995;133352
11546;0;53638
11547;33875;46196
11548;2990;142875
11550;3990;102488
11551;5990;119748
11552;4990;185551
11554;4450;152488
11556;0;55802
11557;3450;143530
11558;5990;169733
11559;3800;123000
11562;0;73504
11563;0;42537
11564;16990;37016
11565;13750;96720
11568;3000;149125
11569;24750;45575
11574;2995;204000
11575;0;28169
11576;3200;120400
11577;7200;66100
11578;14900;150000
11579;16800;37749
11580;15800;88151
11581;17600;30622
11582;0;83863
11583;2500;156400
11584;18990;63869
11585;5800;81466
11586;0;72319
11587;19800;113721
11588;4500;82674
11589;500;210000
11590;4650;137344
11591;3000;150140
11592;0;46049
11593;25000;45136
11594;27600;24575
11595;2990;111916
11596;850;201000
11598;0;35287
11599;17500;60000
11600;26300;31148
11601;5450;96096
11602;2800;93549
11603;0;42525
11604;1700;155580
11605;10990;179
11609;5800;142112
11610;26300;51472
11611;5990;121339
11612;0;33867
11613;6500;145000
11614;9000;200000
11615;6900;24000
11616;4990;126508
11617;13995;53831
11618;7486;115974
11619;4850;167450
11620;10999;70048
11622;3000;162000
11623;4880;100056
11624;7575;82072
11625;2990;150266
11626;13599;84351
11627;14999;32534
11628;0;115181
11629;5990;52611
11630;3850;121694
11631;7375;109110
11632;24200;17050
11633;20300;69774
11634;11999;71962
11636;16700;31505
11637;5990;145547
11638;0;107287
11640;5500;127089
11641;4500;120589
11643;0;118000
11644;2999;166000
11645;5675;69706
11647;0;86618
11648;6995;116129
11649;3499;185000
11650;0;118000
11651;4990;157351
11652;10500;85119
11653;7500;200167
11654;6700;85612
11655;6700;170754
11656;19498;126
11657;3990;145834
11658;18000;119000
11659;4995;44698
11660;24300;48478
11661;28500;31896
11662;6700;124333
11663;5700;156512
11665;0;79984
11666;0;63854
11667;0;75659
11668;0;77460
11669;16500;60000
11671;3900;98000
11673;4900;133535
11675;0;92967
11676;0;110596
11677;5990;154063
11678;3000;142000
11682;5995;123975
11683;4995;144193
11684;9500;150569
11685;0;87046
11686;7995;119923
11688;4995;143562
11689;8000;139000
11690;0;52833
11691;22498;83
11692;3990;172755
11693;0;72915
11694;0;81422
11695;0;18364
11696;0;95179
11697;0;107425
11698;0;120796
11699;0;124299
11700;4500;100000
11702;6200;36500
11703;3990;178617
11704;62850;26988
11705;3990;242155
11706;27500;28786
11707;2500;121000
11709;0;118000
11710;0;112831
11711;3450;174683
11712;9995;184506
11713;26000;89696
11715;3450;162046
11716;800;165000
11722;12755;42942
11723;18950;96885
11724;11775;77772
11725;0;117639
11726;18955;47903
11727;11975;75085
11728;12875;87356
11730;17550;63003
11731;14599;100155
11732;9850;88809
11733;38966;13859
11735;21400;51171
11737;27100;11011
11738;6500;235000
11739;0;85000
11741;0;57193
11742;0;100416
11743;0;70843
11744;0;96902
11745;0;84624
11746;0;60310
11747;10500;86000
11748;12900;84580
11749;6990;98000
11750;4990;64000
11751;4500;140000
11752;3500;166000
11753;5990;135000
11754;15500;62862
11755;7990;92000
11756;3500;173000
11757;7500;131000
11758;0;90772
11759;7000;192000
11760;0;5179
11761;700;280130
11762;11500;181850
11763;14500;55324
11765;5900;107000
11766;0;126686
11768;2700;172000
11769;0;67001
11770;0;46156
11771;0;71136
11772;0;59466
11773;0;89221
11775;0;44979
11776;0;261743
11777;0;2140
11778;7200;106450
11779;0;44324
11780;0;49307
11781;12995;147219
11786;9995;111812
11787;8995;117214
11788;9995;65968
11789;9495;99879
11790;9495;90223
11791;17995;78412
11792;5995;123975
11793;9895;168273
11794;4500;120589
11795;17000;35000
11797;17950;136114
11798;0;16670
11799;1600;240000
11800;29655;8912
11801;9999;30000
11803;25877;8805
11804;13900;54442
11805;15200;40533
11806;0;45904
11807;7890;129073
11809;5675;69706
11810;5600;188083
11811;4200;114000
11812;7700;67406
11813;0;59466
11814;6995;108513
11815;4995;44698
11816;8995;135043
11817;15987;133780
11819;28700;71000
11821;24700;67230
11823;24700;101363
11825;32700;110237
11827;23700;94700
11829;12000;128252
11830;13995;180088
11832;6997;178508
11833;18800;24610
11834;21700;124515
11836;7700;119965
11837;13300;75175
11838;7075;144594
11839;28700;91400
11841;20700;62265
11843;15700;112050
11845;17700;156720
11847;13900;212300
11849;18700;120350
11851;7000;132780
11852;4995;144193
11853;11700;146510
11855;14700;138060
11857;34700;112268
11859;27700;71120
11861;2575;119000
11862;28700;50000
11864;19700;138000
11866;17700;105620
11868;25700;64725
11870;17700;104360
11872;24700;123530
11874;28600;50241
11875;8900;128257
11877;20700;115920
11879;15900;124889
11881;27700;50840
11883;22700;167665
11885;5500;127089
11886;6500;108025
11890;2475;189000
11891;3500;184000
11892;3997;182312
11893;5200;100092
11894;15995;150144
11895;10995;175503
11896;10595;123502
11897;44800;19112
11898;6995;116129
11899;7995;126384
11901;6995;97659
11902;18700;114850
11903;6700;148926
11904;8700;120330
11905;8700;145363
11906;14400;18904
11907;6225;119000
11908;24100;55315
11909;20200;29556
11910;0;60727
11911;0;75993
11912;0;63980
11913;0;76041
11914;0;84716
11915;8900;54000
11917;4837;90456
11918;8970;153000
11920;0;141811
11921;0;124753
11922;0;33707
11923;0;62559
11924;0;233393
11925;29995;38483
11926;12995;218074
11927;17995;259110
11928;17985;88474
11930;2100;187071
11931;23200;25176
11932;14900;92000
11934;14900;28378
11935;5700;127658
11936;9995;71903
11937;2500;171890
11938;5995;176285
11939;5995;156569
11940;13995;159979
11941;1500;191057
11942;2800;152000
11943;0;82949
11944;1400;155000
11945;3200;168350
11947;3850;230000
11948;3000;180000
11949;4999;165612
11950;5800;112000
11951;1200;164704
11952;5000;84000
11953;8800;95166
11954;7800;119460
11955;2750;200000
11956;3650;139000
11959;0;96527
11960;6500;174100
11961;10500;129480
11962;0;90210
11963;5750;99660
11964;15300;62715
11965;5477;112261
11967;0;29544
11968;22890;80927
11969;6950;91692
11971;19500;47741
11972;16995;93958
11973;2900;179445
11974;1200;260000
11975;9800;115451
11976;0;47001
11977;2900;74000
11978;1250;201200
11980;20700;115920
11982;9950;77246
11983;0;86509
11984;11900;121785
11986;3750;92400
11987;27995;139681
11988;6990;97719
11989;1100;80000
11990;3899;151632
11991;3995;180977
11992;3399;107344
11993;3495;241402
11994;2799;175324
11995;7800;161000
11996;6650;97226
11997;0;75112
11998;1550;172000
11999;5900;95400
12000;49100;8859
12001;9950;82000
12002;23950;78789
12003;9900;116000
12004;16200;41428
12005;29600;21958
12006;0;48518
12007;16995;118197
12009;21700;124515
12011;20700;62265
12013;34700;112268
12015;19700;116800
12017;8900;128257
12019;19700;138000
12021;22700;167665
12023;26700;51000
12025;8450;105335
12026;27700;50840
12028;37700;92320
12030;25700;64725
12032;15700;112008
12034;11700;146820
12036;27700;71120
12038;23600;41729
12039;23900;17084
12040;24700;101363
12042;28700;73200
12044;23700;94700
12046;15900;124889
12048;27700;124000
12050;0;23596
12051;4000;199000
12052;16900;26859
12053;900;142500
12055;0;23596
12056;8500;112649
12057;3995;93000
12058;19000;30990
12059;9250;68302
12060;3500;111500
12062;12777;79927
12064;12777;79927
12065;10000;23800
12066;28781;47998
12068;14750;124099
12069;17999;151437
12070;8999;247785
12071;9999;161099
12072;7550;67327
12073;23999;94567
12074;10999;167999
12075;8750;161199
12076;0;8094
12077;20800;64852
12078;0;43675
12079;23900;76014
12080;14900;32000
12081;14500;68000
12082;11000;212287
12083;14500;59705
12084;26998;160002
12085;6750;95508
12086;6995;156738
12087;7995;49472
12088;29995;54955
12089;29998;107855
12090;16600;29522
12091;15200;103389
12092;17200;60159
12093;17500;32972
12094;17600;38182
12095;19700;103707
12096;14000;106672
12097;11500;95000
12098;21500;49000
12099;8000;191213
12100;2200;161850
12101;12500;49915
12102;10500;124848
12103;11500;76000
12104;16000;32797
12105;20200;79803
12106;18300;17498
12107;6400;113951
12108;8550;105549
12109;0;37572
12111;41500;37414
12112;36900;48780
12113;28800;6593
12114;3200;184000
12115;4000;150600
12116;3999;175773
12117;0;70273
12118;3250;193900
12119;16500;33704
12120;13458;13133
12121;3900;160000
12122;11795;86482
12123;11525;66340
12124;6400;113951
12125;0;46961
12126;34444;39425
12127;5500;183000
12128;7500;105000
12129;0;31127
12131;15000;106000
12132;31700;14470
12134;3150;175320
12135;2900;210056
12136;3600;165777
12137;3200;212646
12138;3200;212646
12139;20800;14521
12140;3200;64108
12141;3200;161865
12142;3100;148982
12143;2900;132270
12144;3600;103565
12145;3500;125746
12146;3600;1114472
12147;3100;179201
12148;19100;35650
12149;0;149000
12150;2800;220000
12151;5400;172000
12152;0;12849
12153;0;60094
12154;0;12243
12155;0;15239
12157;8190;92000
12158;4800;112000
12160;5200;176
12161;4995;108400
12162;16900;179600
12163;4750;188395
12164;8750;136726
12165;6999;138275
12166;6999;131010
12167;4950;142498
12168;6950;515055
12169;7950;90707
12170;8950;81652
12171;13995;47500
12172;1;24000
12174;7577;80521
12175;6450;82658
12176;16585;154210
12177;9850;157050
12178;4850;130296
12179;6999;103565
12180;6750;105729
12181;6450;143092
12182;6450;153327
12183;2500;221659
12184;9950;126371
12185;7850;96720
12186;5250;140725
12187;5250;121281
12188;7999;160597
12189;4450;67110
12190;9950;131345
12191;9325;80000
12192;6999;109695
12193;9950;117395
12194;6650;122988
12195;4999;120130
12196;3999;133826
12197;3999;100935
12198;4999;153124
12199;2999;98695
12200;5450;173173
12201;5450;157097
12202;3999;181021
12203;8550;73527
12204;4999;140323
12205;1999;210740
12206;6450;87066
12207;5575;133976
12208;7999;133054
12209;6999;172561
12210;5850;157565
12211;4450;129440
12212;3999;129853
12213;1999;140987
12214;2650;173361
12215;3650;152491
12216;3999;146125
12217;3999;168110
12218;5999;319068
12219;4950;183551
12220;4999;164915
12221;6999;140035
12222;2999;143555
12223;2999;128099
12224;8999;235388
12225;2950;100625
12226;5999;172525
12227;9295;123400
12228;7995;166710
