,price,year,condition,odometer,title_status,transmission,type,split
8837,4950,2009,excellent,134865.0,clean,automatic,SUV,0.3706415864394302
8847,3300,2002,excellent,168000.0,clean,automatic,sedan,0.11487604179989787
8851,5500,2011,excellent,94000.0,clean,automatic,SUV,-2.114566405438001
8856,5000,1989,good,131050.0,clean,manual,SUV,0.6689943494935898
8858,3800,2011,excellent,134469.0,clean,manual,sedan,0.025542020072408796
8859,5990,2007,good,86600.0,clean,automatic,sedan,0.17474831968063603
8862,3500,2007,excellent,160272.0,clean,automatic,SUV,-1.8818327872801894
8863,9450,2011,excellent,117148.0,clean,automatic,SUV,-0.5944120979193264
8871,3800,2012,excellent,161245.0,clean,automatic,sedan,-1.8769536005640461
8878,3000,1991,excellent,260000.0,clean,manual,truck,-0.6908926320928271
8879,6995,2008,excellent,148444.0,clean,automatic,sedan,-0.23101304068124892
8880,5500,2004,excellent,89000.0,clean,automatic,sedan,-0.6505185167903711
8882,3700,2009,excellent,130231.0,clean,automatic,mini-van,1.8970287519839077
8884,1800,2003,fair,160000.0,clean,automatic,van,-0.007668754181197003
8886,3250,2002,excellent,148530.0,clean,automatic,coupe,0.9808238976764718
8888,5200,2013,excellent,137716.0,clean,automatic,sedan,-0.21532271888570637
8894,2500,1998,excellent,240000.0,clean,automatic,truck,0.5279467377693292
8896,5200,2012,excellent,125793.0,clean,automatic,hatchback,1.2021453928090673
8900,2950,2004,good,209386.0,clean,automatic,sedan,-1.1386715168085684
8903,4400,2009,good,159000.0,clean,automatic,sedan,0.6400480062967802
8907,4695,2006,excellent,149170.0,clean,automatic,SUV,-0.07471342115515174
8908,1500,2006,good,221000.0,clean,automatic,mini-van,0.08338705521661936
8909,1500,1992,fair,107000.0,clean,manual,pickup,2.1871818140351844
8915,3700,2006,excellent,116600.0,clean,automatic,sedan,-0.9490791587279375
8925,4950,2002,excellent,127500.0,clean,automatic,convertible,-0.9494517537895631
8929,5500,2013,like new,133358.0,clean,automatic,sedan,0.9132151598270489
8938,12900,2006,good,179090.0,clean,automatic,truck,-1.0982358869241344
8941,5500,1999,excellent,96000.0,clean,automatic,other,-1.7086447070165491
8942,13500,2007,good,156000.0,clean,automatic,truck,-2.414620771452986
8944,6500,2012,good,119000.0,lien,automatic,hatchback,-1.7947669268425654
8947,19750,2013,excellent,79173.0,lien,automatic,SUV,-0.22242540462345511
8949,3150,2008,excellent,180000.0,clean,automatic,sedan,1.6764864510228707
8951,3495,2007,excellent,163000.0,clean,automatic,SUV,0.06728013745449613
8952,4495,2007,excellent,132000.0,clean,automatic,SUV,0.44888847181624797
8954,7000,2014,like new,95000.0,clean,automatic,sedan,0.20226282602028117
8956,4000,2002,excellent,96000.0,clean,automatic,sedan,-0.5171395468534775
8959,2300,1999,excellent,200000.0,clean,automatic,sedan,-0.6207577535655113
8961,16000,1971,excellent,48780.0,clean,automatic,convertible,1.0989708447985516
8962,2700,2007,like new,130000.0,clean,automatic,sedan,0.29441827319581554
8965,24500,2011,excellent,85000.0,lien,automatic,SUV,0.44570458122413725
8971,17995,2011,excellent,35187.0,clean,automatic,van,-0.45823855371279115
8972,17995,2014,excellent,75314.0,clean,automatic,van,-1.3103043383301798
8976,15995,2011,excellent,71765.0,clean,automatic,van,1.6822238930558715
8980,17955,2014,excellent,82700.0,clean,automatic,van,0.9490486145367998
8981,13995,2008,excellent,59900.0,clean,automatic,van,-0.9813429768248947
8982,8995,2011,excellent,92355.0,clean,automatic,SUV,0.8600250605492124
8984,8750,2012,excellent,82282.0,clean,automatic,sedan,0.5906484414340287
8985,10995,2011,excellent,97625.0,clean,automatic,sedan,-0.29298551400495504
8986,11500,1993,fair,89582.0,clean,automatic,coupe,0.14931795889288288
8992,5250,2002,good,197030.0,clean,automatic,pickup,-1.561824221507753
8993,6500,2009,excellent,135800.0,clean,automatic,sedan,-2.0105102568632796
8994,3750,2007,good,182000.0,clean,automatic,SUV,-0.41266380178071554
8995,5000,2007,excellent,156200.0,clean,automatic,sedan,-0.6946048950865213
8996,8000,2007,excellent,153500.0,clean,automatic,SUV,0.17862568315286806
9005,11250,2011,excellent,112981.0,clean,automatic,mini-van,-1.7906715472327122
9006,3950,2004,good,188100.0,clean,automatic,pickup,0.6701329011011862
9012,9250,2006,excellent,85252.0,clean,automatic,SUV,2.324828793335593
9014,6250,2010,excellent,91121.0,clean,automatic,hatchback,-0.5779989244361781
9015,17250,2010,excellent,80420.0,clean,automatic,sedan,0.22855608465948057
9018,7500,2008,excellent,98824.0,clean,automatic,coupe,0.43579271175445994
9019,8250,2010,excellent,115680.0,clean,automatic,coupe,2.514005212537493
9021,9750,2004,excellent,85819.0,clean,automatic,truck,1.7579287848862972
9024,8400,2013,excellent,91879.0,clean,automatic,SUV,1.1934992733608052
9025,11950,2013,excellent,85084.0,clean,automatic,sedan,0.12865992615651564
9027,7250,2007,excellent,117340.0,clean,automatic,coupe,1.126343821473306
9033,4997,2006,excellent,161933.0,clean,automatic,sedan,0.6342430701898297
9035,4797,2006,excellent,204053.0,clean,automatic,mini-van,-0.2646464732527612
9038,0,2008,excellent,123176.0,clean,automatic,sedan,0.9656488913334095
9039,3997,2009,excellent,134565.0,clean,automatic,coupe,0.12703372130299198
9042,12999,2008,like new,94000.0,clean,automatic,SUV,-1.166185683821658
9044,4495,2004,excellent,190000.0,clean,automatic,pickup,-0.38277655298774693
9046,12695,2007,excellent,238000.0,clean,automatic,pickup,0.6674606265497531
9048,11995,2010,excellent,102200.0,clean,manual,coupe,0.7659639808393389
9063,10500,2013,excellent,100960.0,clean,automatic,sedan,0.7566647999618449
9068,8500,2015,excellent,70319.0,clean,automatic,sedan,-2.0026895579951676
9071,1800,2005,good,174000.0,clean,automatic,coupe,-0.3429842092247596
9072,2500,2003,excellent,108000.0,clean,automatic,sedan,-0.1086684506462509
9074,2900,2007,like new,218.0,clean,automatic,hatchback,1.527812369025598
9076,6700,2011,excellent,108500.0,clean,automatic,SUV,0.06123893706349026
9078,12500,2013,excellent,105875.0,clean,automatic,SUV,1.2576817547024834
9082,7900,2007,like new,195.0,clean,automatic,SUV,1.8373658851566574
9085,5700,2002,excellent,115000.0,clean,automatic,truck,-0.8913639628811743
9089,5500,2001,excellent,119500.0,clean,manual,sedan,-0.5061035841829532
9101,3500,2006,like new,175000.0,clean,automatic,sedan,-0.552140664241205
9110,6995,2008,excellent,89272.0,clean,automatic,SUV,0.3881112963044494
9124,8995,2008,excellent,118394.0,clean,automatic,SUV,1.6851415276439519
9127,10750,2006,excellent,183000.0,clean,automatic,sedan,0.1475575179573962
9132,38000,2016,excellent,20490.0,clean,automatic,other,-1.7102681159737956
9138,6000,2008,good,92359.0,clean,automatic,SUV,0.612885089722638
9140,2300,2005,good,129000.0,clean,automatic,sedan,-0.3151237001614298
9147,5990,2011,excellent,131998.0,clean,automatic,SUV,-0.5667624904877856
9149,6100,2006,good,121650.0,clean,automatic,pickup,0.7074727927812591
9159,0,2019,excellent,1624.0,clean,automatic,truck,1.3326418730064022
9161,3400,2001,good,151000.0,clean,automatic,SUV,0.567327868876547
9162,8000,2013,like new,121385.0,clean,automatic,sedan,0.7062212833386846
9166,16800,2016,excellent,15064.0,clean,automatic,SUV,-0.3585749491151022
9168,4200,2005,good,175000.0,clean,automatic,SUV,-0.8134362736340025
9171,25000,1972,like new,160673.0,clean,manual,coupe,0.7094607464574927
9172,5500,2009,good,204000.0,clean,manual,coupe,-1.9125024090049838
9177,4250,2006,excellent,184236.0,clean,automatic,SUV,1.1674122648245353
9178,1800,2007,good,169211.0,clean,automatic,van,-0.13020233826814795
9179,0,2019,excellent,2578.0,clean,automatic,sedan,-2.1009033416540923
9189,2100,2005,good,174000.0,clean,automatic,coupe,0.8776557353773491
9190,2800,1997,good,191000.0,clean,automatic,truck,2.348388573324182
9191,13500,2013,excellent,60900.0,clean,automatic,sedan,-0.5208463091669822
9194,2500,2004,excellent,145000.0,clean,automatic,SUV,-0.6644863956852055
9197,2800,2003,excellent,108000.0,clean,automatic,sedan,-1.0961078287083459
9198,7995,2008,excellent,106509.0,clean,automatic,sedan,1.5928884647071502
9200,7495,2007,excellent,104128.0,clean,automatic,sedan,1.1564979974850385
9201,8995,2010,excellent,109772.0,clean,automatic,sedan,-0.9945224584689198
9202,1500,1971,fair,5000.0,clean,automatic,truck,-0.5072617005889144
9203,9995,2011,excellent,90885.0,clean,automatic,sedan,1.2117821239522277
9204,10995,2012,excellent,84861.0,clean,automatic,sedan,1.6906313224356397
9205,6995,2013,excellent,93151.0,clean,automatic,sedan,-0.15334198659790022
9209,2400,2010,good,232108.0,clean,automatic,sedan,-1.144414203109849
9212,25877,2018,excellent,8544.0,clean,automatic,van,-3.3769734638127495
9216,4995,2008,excellent,144193.0,clean,automatic,SUV,1.415045107458749
9217,24844,2018,excellent,46495.0,clean,automatic,van,-0.8168389565618224
9227,825,2000,good,170000.0,clean,automatic,coupe,1.5556118909797956
9228,13300,2011,good,75175.0,clean,automatic,coupe,-1.1930420940481863
9230,5500,2013,good,127089.0,clean,manual,hatchback,0.7598187924661933
9233,0,2003,excellent,223207.0,clean,automatic,SUV,1.6827253897330021
9241,14800,2006,excellent,13477.0,clean,manual,coupe,0.38721118765870743
9244,5500,2007,good,126711.0,clean,automatic,mini-van,0.4335454921250312
9246,3100,2004,excellent,130145.0,clean,manual,sedan,-0.08681335902339984
9253,26866,2018,excellent,19591.0,clean,automatic,van,-1.3061484582316043
9256,7900,2008,excellent,168155.0,clean,automatic,van,0.6302407242126629
9257,7000,2011,excellent,132780.0,clean,manual,SUV,-0.4362688485929831
9260,4500,2008,good,120589.0,clean,automatic,hatchback,-1.7610543752794585
9261,4995,2008,excellent,144193.0,clean,automatic,SUV,2.4815961562253483
9266,12595,2015,excellent,82118.0,clean,automatic,SUV,-0.7811545303506893
9268,4995,2009,good,43529.0,clean,automatic,hatchback,0.2231805235035092
9269,27880,2016,good,93438.0,clean,automatic,truck,0.5603790434553246
9287,0,2011,excellent,79752.0,clean,automatic,sedan,1.015212651066729
9290,5900,2011,excellent,126000.0,clean,automatic,sedan,0.6121377287796509
9291,15450,2019,excellent,9056.0,clean,automatic,sedan,-0.7291910507979529
9292,9400,2013,good,63000.0,clean,automatic,wagon,-0.41068536981862624
9294,4500,2003,good,80061.0,clean,automatic,truck,-1.9041290990003479
9295,8900,2007,good,128000.0,clean,automatic,sedan,0.9439199579635213
9296,1500,2001,good,137845.0,clean,automatic,SUV,-1.844980426860062
9298,5997,2002,excellent,208975.0,clean,automatic,SUV,-0.5741302576347769
9299,13000,2008,excellent,101000.0,clean,automatic,SUV,0.05152977498362814
9302,20000,1929,excellent,11000.0,clean,manual,coupe,1.0411257830165048
9309,2890,2005,good,151250.0,clean,automatic,SUV,-0.9429412823655899
9323,4995,2007,excellent,143562.0,clean,automatic,SUV,-0.07147160617087801
9324,3995,2012,excellent,120550.0,clean,automatic,sedan,-0.3762484091364087
9325,7495,2011,excellent,127589.0,clean,automatic,SUV,-0.610593851324286
9328,16450,2013,excellent,70214.0,clean,manual,coupe,-1.6115975855258708
9330,12495,2013,excellent,77562.0,clean,automatic,sedan,-0.3099783875889006
9331,6500,2012,excellent,156200.0,lien,automatic,coupe,-0.0863867844933935
9333,7997,2007,excellent,129677.0,clean,automatic,sedan,1.5029089301398635
9334,3997,2011,excellent,182312.0,clean,automatic,sedan,0.4279525885726327
9335,6997,2013,excellent,198687.0,clean,automatic,pickup,1.0175233722659953
9336,19950,2016,excellent,59370.0,clean,automatic,sedan,-0.3880825332569167
9337,6997,2006,excellent,223786.0,clean,automatic,pickup,-1.5101818016161077
9338,9997,2008,excellent,177960.0,clean,automatic,pickup,-0.8334639228458239
9340,4497,2009,excellent,177217.0,clean,automatic,hatchback,-1.559000128452221
9343,3850,2007,excellent,150000.0,clean,automatic,sedan,0.05129880711233065
9345,23000,2015,like new,64000.0,clean,automatic,pickup,-0.9889778711478215
9356,23944,2018,excellent,35104.0,clean,automatic,van,1.2823243690731838
9357,37933,2016,excellent,25531.0,clean,automatic,mini-van,2.5733112976406614
9363,25677,2018,excellent,5629.0,clean,automatic,van,1.28141953065748
9364,18844,2018,excellent,54504.0,clean,automatic,van,1.5490873217452454
9365,7250,2012,excellent,97000.0,clean,automatic,sedan,-0.0143977422608036
9379,4750,2007,good,173000.0,clean,automatic,sedan,-0.9323274184876063
9380,3500,2007,good,127300.0,clean,automatic,sedan,-0.029850524254695112
9384,5200,2011,good,81912.0,clean,automatic,sedan,1.1956807474122992
9396,13000,2007,excellent,91553.0,clean,automatic,sedan,0.08363473933450061
9397,18000,1978,good,151000.0,clean,automatic,convertible,0.7185891297462208
9400,9800,2004,excellent,105700.0,clean,automatic,convertible,3.3306330586846187
9406,11550,2011,excellent,67976.0,clean,automatic,sedan,0.43043072009208466
9413,20990,2009,like new,148614.0,clean,automatic,truck,-2.589069687501728
9435,13800,2015,excellent,100881.0,clean,automatic,SUV,-0.4569963367906181
9444,29800,2015,excellent,61111.0,clean,automatic,SUV,-0.9157514526004497
9448,21900,2016,excellent,21863.0,clean,automatic,coupe,-0.4559141635578463
9452,6490,2008,like new,121980.0,clean,automatic,SUV,-0.5297386039299293
9453,10990,2012,like new,105734.0,clean,automatic,coupe,0.5717546219447714
9455,3800,2006,excellent,129901.0,clean,automatic,sedan,0.4163054567244291
9456,12900,2013,excellent,91660.0,clean,automatic,SUV,1.4649656024904474
9460,18344,2015,excellent,42663.0,clean,automatic,mini-van,-1.5141850857120605
9461,17944,2016,excellent,108218.0,clean,automatic,van,-0.6474395502893756
9467,2400,1998,good,237000.0,clean,automatic,SUV,0.3030735504882964
9468,0,2018,excellent,42758.0,clean,automatic,sedan,-0.023712445417586044
9471,73000,2020,new,123.0,clean,automatic,pickup,0.5264960784440187
9473,0,2016,excellent,22924.0,clean,automatic,convertible,1.8722036210055888
9478,13500,2013,excellent,67695.0,clean,automatic,SUV,-0.07391144911577402
9479,19900,2017,excellent,28943.0,clean,automatic,coupe,-0.494018592667599
9481,0,2011,excellent,97922.0,clean,automatic,SUV,0.0697930576688001
9493,3995,2007,excellent,109632.0,clean,automatic,sedan,0.6327964947071694
9494,10495,2010,excellent,142945.0,clean,automatic,SUV,-1.5207346902255108
9495,8495,2011,excellent,127085.0,clean,automatic,sedan,-1.8376136252967599
9497,7900,2007,excellent,133968.0,clean,automatic,mini-van,-0.10135465370063482
9498,7400,2013,excellent,74003.0,clean,automatic,sedan,-1.4506033771162479
9499,15995,2014,excellent,124625.0,clean,automatic,SUV,0.709951004589248
9500,27900,2015,excellent,73732.0,clean,automatic,pickup,0.15739973317323672
9501,23900,2010,excellent,124676.0,clean,automatic,pickup,0.09879782417181959
9502,6900,2009,good,166100.0,clean,automatic,sedan,0.3490653403940522
9503,3200,2005,good,145000.0,clean,automatic,wagon,1.184922990755501
9505,8995,2010,excellent,90400.0,clean,automatic,SUV,0.6725265349875814
9512,2800,2003,excellent,108000.0,clean,automatic,sedan,0.15823590167821378
9523,6995,2008,excellent,95192.0,clean,manual,convertible,-0.3518152529233038
9524,9995,2012,excellent,116069.0,clean,automatic,hatchback,-0.2009013939287946
9525,7995,2007,excellent,195915.0,clean,automatic,SUV,1.03729636791775
9528,9495,2015,excellent,86451.0,clean,manual,sedan,0.9457994173629716
9529,19999,2015,excellent,182296.0,clean,automatic,pickup,0.8496323373158862
9530,11111,2011,excellent,42440.0,clean,automatic,sedan,0.6713554457995244
9531,13995,2011,excellent,103760.0,clean,automatic,SUV,0.45877285331207895
9533,13995,2017,excellent,21287.0,clean,automatic,sedan,-1.3105352725816721
9534,11995,2007,excellent,176948.0,clean,automatic,pickup,0.2735596972810331
9535,7995,2004,excellent,112336.0,clean,manual,hatchback,0.9196385641698327
9539,3997,2008,excellent,242540.0,clean,automatic,SUV,0.3248121997453209
9549,4500,2007,good,195289.0,clean,manual,sedan,-0.09759444966980621
9553,10900,2008,excellent,150000.0,clean,automatic,pickup,-0.5053598454344195
9554,5500,2005,excellent,172000.0,clean,automatic,mini-van,-1.2605018109542163
9566,1000,2004,fair,202784.0,clean,automatic,sedan,-0.45016747350996417
9568,9300,2013,excellent,111000.0,clean,automatic,SUV,-0.11363889222977673
9571,6997,2006,excellent,179127.0,clean,automatic,pickup,0.012592532598175298
9573,3997,2002,excellent,89217.0,clean,automatic,wagon,1.324531037388254
9575,3497,2001,excellent,198880.0,clean,automatic,SUV,0.16308117333962777
9578,3250,2005,excellent,171256.0,clean,automatic,hatchback,0.3775244683899812
9579,7495,2009,excellent,156569.0,clean,automatic,SUV,1.1258233332096284
9583,29733,2018,excellent,39565.0,clean,automatic,van,0.2933478047377512
9585,6800,2013,excellent,146000.0,clean,automatic,sedan,0.5889019067274366
9589,46777,2017,excellent,1613.0,clean,automatic,mini-van,-0.846720283802309
9590,22433,2018,excellent,45602.0,clean,automatic,van,0.9815327878468386
9591,25877,2018,excellent,6635.0,clean,automatic,van,-1.161402590812944
9592,5750,2006,good,165000.0,salvage,automatic,sedan,2.1695523611422476
9596,4600,2003,excellent,149000.0,clean,automatic,SUV,-0.35426182000176065
9601,3000,2005,excellent,142000.0,clean,automatic,sedan,0.499078624926779
9602,3900,2009,excellent,98000.0,clean,automatic,sedan,-1.1773551509832743
9607,0,2007,excellent,118000.0,clean,automatic,SUV,1.7272254500398663
9608,0,2011,excellent,81000.0,clean,automatic,sedan,0.9222441099271824
9624,13000,2011,excellent,124000.0,clean,manual,sedan,-0.2670264222388376
9629,13500,2012,excellent,130000.0,clean,automatic,truck,-1.6413154951972095
9630,4500,2008,good,157000.0,clean,automatic,SUV,-0.31013481966929257
9631,14500,2002,excellent,78950.0,clean,manual,coupe,-0.05400568186847752
9634,59000,2017,like new,33000.0,clean,automatic,truck,0.5758239646041177
9648,2850,2008,excellent,190000.0,clean,automatic,sedan,-1.1400931956513032
9649,3850,2007,excellent,150000.0,clean,automatic,sedan,-0.6126826960535111
9660,9995,2009,like new,25144.0,clean,automatic,sedan,-2.4466185662237154
9663,3333,2005,excellent,145000.0,clean,automatic,sedan,0.3137310181734719
9671,12500,2012,excellent,58767.0,clean,automatic,SUV,-1.5059130607138378
9675,2450,2001,excellent,231000.0,clean,automatic,sedan,0.8223568047448244
9676,1900,2001,good,140000.0,clean,automatic,hatchback,-1.5599269209847395
9680,3000,2001,fair,235000.0,clean,automatic,SUV,-0.2224362410682304
9681,5500,2004,good,65000.0,clean,manual,convertible,0.11644673541220096
9689,7500,2013,good,97855.0,clean,automatic,hatchback,-0.28955966485865925
9695,7000,2004,excellent,145000.0,clean,automatic,SUV,0.7892831081716549
9696,6000,2009,good,180000.0,clean,automatic,SUV,0.4509242927443491
9697,3750,2007,fair,110593.0,clean,automatic,wagon,-0.514602417855209
9704,4300,2004,good,269000.0,clean,automatic,truck,0.6374890188580845
9706,6895,2011,like new,127220.0,clean,automatic,sedan,1.232904792303031
9707,24000,2018,like new,23500.0,lien,automatic,sedan,-1.2939421028070641
9711,3550,2009,excellent,205000.0,clean,automatic,sedan,0.8213615543495593
9716,4500,2007,excellent,110000.0,clean,automatic,SUV,-1.0976903447996187
9723,8500,2006,excellent,114500.0,clean,automatic,SUV,-0.5232513723269091
9724,7900,2012,excellent,154000.0,clean,automatic,sedan,-0.1769733970627685
9725,8500,2011,excellent,49265.0,clean,manual,convertible,0.8602204485102634
9726,7400,1999,excellent,154800.0,clean,automatic,SUV,-0.2863086074909918
9731,4800,2005,excellent,160000.0,clean,automatic,SUV,0.6289605873839846
9732,10000,1973,excellent,12423.0,clean,automatic,hatchback,1.7739084344140224
9736,5700,2006,good,108000.0,clean,manual,sedan,0.4986643424475714
9738,2950,2004,good,151595.0,clean,automatic,sedan,0.5991072516454926
9739,1500,2003,fair,170001.0,clean,automatic,sedan,-1.4208586878449008
9740,17500,2001,excellent,233100.0,clean,automatic,SUV,-0.2378945945086896
9741,5900,2008,excellent,110000.0,clean,automatic,sedan,1.133212830113749
9743,3900,2002,good,112000.0,clean,automatic,wagon,-1.3752593420754708
9745,14900,2010,excellent,164572.0,clean,automatic,SUV,-1.0471210677390006
9747,16500,2006,excellent,97000.0,clean,automatic,pickup,-0.8869755278886685
9748,4499,2007,excellent,171000.0,clean,automatic,sedan,0.5555087448451241
9751,16900,2015,good,25058.0,clean,manual,sedan,0.16532916302740927
9763,5900,2011,excellent,138000.0,clean,automatic,SUV,1.3958816910270049
9770,32500,2017,like new,5100.0,clean,automatic,convertible,0.6117346210593705
9771,16495,2015,excellent,90015.0,clean,automatic,SUV,0.029667994082751083
9780,0,2012,excellent,53009.0,clean,manual,coupe,-0.5197129312395175
9782,0,2016,excellent,116517.0,clean,automatic,SUV,-0.23631892568720836
9784,0,2012,excellent,100834.0,clean,automatic,sedan,0.15516967544494406
9786,8995,2013,excellent,51272.0,clean,manual,hatchback,0.9420688447813561
9787,6600,2013,good,161000.0,clean,automatic,hatchback,0.5939408031905342
9788,5900,2004,excellent,96000.0,clean,automatic,pickup,-0.5083532789533717
9789,8750,2011,like new,87679.0,clean,automatic,wagon,0.9544663429143133
9790,9250,2011,good,96753.0,clean,automatic,hatchback,2.021034550742626
9791,10950,2014,like new,82400.0,clean,automatic,sedan,0.8087208236547927
9805,11500,1999,good,124719.0,clean,automatic,van,-0.0007298811308863171
9807,9999,2010,good,98037.0,clean,automatic,coupe,-0.4043070836032329
9809,13500,2017,excellent,84981.0,clean,automatic,sedan,0.1077299895792643
9813,15995,2016,excellent,61847.0,clean,automatic,sedan,-0.573984175731591
9815,7595,2003,good,159975.0,clean,automatic,truck,-1.0035944755245048
9816,1800,2001,good,157000.0,clean,automatic,SUV,-0.45669617833916754
9820,15495,2011,excellent,111880.0,clean,automatic,SUV,0.6886295637083062
9821,4800,2008,excellent,189000.0,clean,automatic,hatchback,-0.6788788180040534
9823,8600,2011,good,85000.0,clean,manual,wagon,-1.8006660508919914
9825,8500,2012,good,91000.0,clean,manual,sedan,0.4525429498909677
9826,10500,2003,good,220000.0,clean,automatic,pickup,1.8428312376658813
9828,10500,2014,excellent,41608.0,lien,automatic,coupe,0.020832958524410382
9829,14900,2016,excellent,82012.0,clean,automatic,sedan,-0.09903326242647294
9830,13495,2014,excellent,104485.0,clean,automatic,SUV,-0.26542882689990727
9832,8950,2010,excellent,110000.0,clean,automatic,SUV,-0.48256043263595644
9836,8000,2004,excellent,122019.0,clean,automatic,SUV,0.4636939118826392
9839,62900,2019,like new,21200.0,clean,automatic,pickup,0.3348798743766198
9840,7495,2014,excellent,86753.0,clean,automatic,wagon,-0.11866327435825115
9841,19500,2017,excellent,38991.0,clean,automatic,sedan,-0.29869878984361764
9842,22900,2016,excellent,145753.0,clean,automatic,SUV,-1.209266054777262
9843,17500,2014,excellent,57406.0,clean,automatic,SUV,2.056002065218068
9845,31900,2018,like new,41900.0,lien,automatic,SUV,1.2200381794891264
9855,3900,2007,good,120000.0,clean,automatic,SUV,0.5527974253053332
9858,12900,2014,excellent,75480.0,clean,automatic,coupe,-0.8486831385982656
9864,5350,2012,excellent,126760.0,clean,automatic,sedan,1.247762881600181
9865,7700,2010,like new,70894.0,clean,automatic,coupe,0.6893139073818696
9866,5700,2005,excellent,168793.0,clean,automatic,SUV,-0.20616780227758355
9867,14900,2014,excellent,82293.0,clean,automatic,coupe,-1.151522443434652
9870,7700,2008,excellent,143418.0,clean,automatic,convertible,-0.9981266886241864
9877,17500,2011,like new,20578.0,clean,automatic,truck,-0.7723520022614395
9887,3497,2005,excellent,167274.0,clean,automatic,SUV,-0.03994108040809527
9888,4797,2006,excellent,204053.0,clean,automatic,mini-van,-0.11541161688881763
9894,8995,2009,excellent,158658.0,clean,automatic,SUV,0.07585786416897311
9895,2850,2006,excellent,200000.0,clean,manual,coupe,-0.21076227187520347
9896,2995,2006,excellent,123225.0,clean,automatic,sedan,-1.2490343670556545
9914,12900,2010,excellent,169.0,clean,automatic,pickup,1.2854028838570708
9931,2700,2006,good,198000.0,clean,automatic,truck,0.16026157738587454
9933,12000,2016,like new,43000.0,clean,manual,sedan,-0.3278964279788338
9934,4500,1974,good,60003.0,clean,manual,sedan,1.097744242453772
9939,9500,2014,excellent,75000.0,clean,automatic,SUV,0.6371212575613591
9941,8900,2016,good,36000.0,clean,automatic,sedan,-0.8110495994929389
9942,11500,2015,good,37300.0,clean,automatic,sedan,-0.6385361822879793
9943,13900,2014,good,56400.0,clean,automatic,coupe,0.2725574082739644
9946,13900,2003,good,195474.0,clean,automatic,other,0.08309763299013272
9950,5750,2008,good,109000.0,clean,automatic,convertible,0.050319497909942675
9951,19900,2017,good,27108.0,clean,automatic,wagon,0.13013082627360817
9952,12900,2013,good,61240.0,clean,automatic,sedan,-1.5386547939039679
9953,14900,2014,good,40107.0,clean,manual,coupe,1.2202658210032544
9954,6900,2010,excellent,115400.0,clean,automatic,sedan,0.5520986049991448
9955,13000,2007,excellent,120000.0,clean,automatic,convertible,1.1145174635188912
9957,13900,2015,good,45800.0,clean,automatic,sedan,0.24162683733774737
9959,5895,2006,good,128374.0,clean,automatic,sedan,-0.641517154997991
9962,1800,1999,fair,200000.0,clean,manual,other,-0.13690869283758916
9969,4500,2008,good,124000.0,clean,automatic,sedan,0.002887187243264151
9971,2800,2005,good,159000.0,clean,automatic,hatchback,1.3101985024249205
9980,7850,2006,good,189600.0,clean,automatic,truck,0.24180077417741033
9981,2400,2004,good,171678.0,clean,automatic,hatchback,-1.4410534577704635
9983,3500,1999,good,244303.0,clean,automatic,truck,-0.5193660957157663
9984,37976,2018,excellent,13150.0,clean,automatic,SUV,1.4315294522616078
9985,3500,2010,fair,106600.0,clean,automatic,sedan,-0.675197548178501
9986,20300,2012,excellent,96637.0,clean,automatic,SUV,-0.5529292082111913
9987,1300,1988,fair,300000.0,clean,automatic,truck,1.8313011658093081
9992,11720,2007,good,129872.0,clean,automatic,truck,-0.3899236695565917
10003,5000,2009,excellent,223952.0,clean,automatic,SUV,0.5350740070804862
10005,4995,2009,good,43529.0,clean,automatic,hatchback,-0.07788322022596804
10007,30000,2014,excellent,67000.0,lien,automatic,truck,1.376717577453996
10009,1200,1995,good,188076.0,clean,automatic,coupe,1.2309138271584876
10010,10050,2011,excellent,86324.0,clean,automatic,SUV,-0.37797435081748687
10011,6995,2010,excellent,97659.0,clean,automatic,hatchback,-2.4803175776289925
10013,5500,2007,good,126711.0,clean,automatic,mini-van,1.4935046143573316
10021,12695,2007,excellent,238000.0,clean,automatic,pickup,-1.0868341849939323
10023,13950,2012,excellent,163000.0,clean,automatic,SUV,-1.5702217120375135
10024,19000,2010,excellent,116200.0,clean,automatic,SUV,-1.1411872251987467
10026,0,2011,excellent,47127.0,clean,automatic,SUV,-0.9412165020505026
10029,5000,1997,good,183000.0,clean,automatic,truck,1.103840258094629
10034,14998,2012,like new,99.0,clean,automatic,SUV,-1.0657842051647104
10037,1950,2004,fair,195000.0,clean,automatic,SUV,0.7738703147638818
10044,21990,2014,like new,104.0,clean,automatic,truck,-1.4012712958553417
10047,7375,2013,good,109110.0,clean,other,sedan,-0.14850496009387396
10048,4837,2015,excellent,90456.0,clean,automatic,hatchback,-1.101173948864485
10050,6700,2005,good,168000.0,clean,automatic,SUV,1.3982692302086277
10055,7575,2012,excellent,82072.0,clean,automatic,SUV,0.06377738112508108
10056,3500,1983,good,999999.0,clean,manual,hatchback,1.944473854716429
10061,16677,2016,excellent,129969.0,clean,automatic,van,0.8764058248121289
10062,3900,2007,good,120000.0,clean,automatic,SUV,-0.01745602016895129
10068,2000,1999,good,190000.0,clean,automatic,SUV,-0.7215761018305499
10073,4997,2006,excellent,161933.0,clean,automatic,sedan,0.7396735335784934
10077,5999,2012,excellent,116000.0,clean,automatic,hatchback,0.8792642781303837
10078,0,2010,excellent,122280.0,clean,automatic,SUV,0.735670147483314
